Year,Region,Country,City,Start_Date,End_Date,Stay_Days,Avg_Rent,Max_Rent,Min_Rent,Days_To_Rent,Area_sqm,Daily_Rent,Rental_Income,Avg_Stay_Days,Max_Stay_Days,Min_Stay_Days
2021,US,USA,Sao Paulo,2021-01-21,2021-02-18,28,1268,1955,869,19,26,42.27,35504,30.379266666666666,60,1
2023,South America,Brazil,New York,2023-07-12,2023-09-03,53,1247,1586,1040,28,60,41.57,66091,30.379266666666666,60,1
2022,China,China,Sao Paulo,2022-03-29,2022-04-10,12,1259,1774,881,16,132,41.97,15108,30.379266666666666,60,1
2023,South America,Argentina,Munich,2023-03-23,2023-04-24,32,1408,2178,1130,6,115,46.93,45056,30.379266666666666,60,1
2023,Asia,Japan,New York,2023-07-13,2023-07-28,15,1074,1459,784,18,26,35.8,16110,30.379266666666666,60,1
2025,China,China,Sao Paulo,2025-04-17,2025-05-23,36,1728,2160,1416,14,103,57.6,62208,30.379266666666666,60,1
2021,China,China,Munich,2021-09-09,2021-09-16,7,1148,1820,834,28,98,38.27,8036,30.379266666666666,60,1
2025,US,USA,Beijing,2025-05-12,2025-07-03,52,1258,1678,1077,12,30,41.93,65416,30.379266666666666,60,1
2024,South America,Brazil,Delhi,2024-01-28,2024-02-09,12,1044,1849,744,7,108,34.8,12528,30.379266666666666,60,1
2024,South America,Brazil,Tokyo,2024-12-07,2025-01-18,42,1250,1670,1011,7,48,41.67,52500,30.379266666666666,60,1
2022,China,China,Sao Paulo,2022-03-01,2022-03-21,20,1315,2183,1094,6,28,43.83,26300,30.379266666666666,60,1
2025,Asia,Japan,Tokyo,2025-12-18,2026-02-06,50,1387,2156,1196,24,99,46.23,69350,30.379266666666666,60,1
2024,Asia,India,Paris,2024-05-13,2024-05-20,7,1541,2388,1145,26,144,51.37,10787,30.379266666666666,60,1
2024,China,China,Beijing,2024-05-31,2024-07-27,57,1066,1369,827,2,55,35.53,60762,30.379266666666666,60,1
2026,US,USA,Beijing,2026-03-26,2026-04-11,16,863,2005,463,14,64,28.77,13808,30.379266666666666,60,1
2020,US,USA,Tokyo,2020-12-20,2020-12-31,11,1629,2111,1462,29,75,54.3,17919,30.379266666666666,60,1
2024,South America,Argentina,Paris,2024-09-15,2024-10-24,39,1543,2674,1441,10,150,51.43,60177,30.379266666666666,60,1
2020,Asia,India,Paris,2020-12-22,2021-02-20,60,1282,2455,946,22,59,42.73,76920,30.379266666666666,60,1
2023,Asia,India,Rome,2023-10-03,2023-11-10,38,1491,2615,1331,11,124,49.7,56658,30.379266666666666,60,1
2026,South America,Argentina,New York,2026-07-16,2026-08-24,39,1678,2766,1402,1,48,55.93,65442,30.379266666666666,60,1
2025,China,China,New York,2025-03-28,2025-05-22,55,1386,2290,1162,3,65,46.2,76230,30.379266666666666,60,1
2020,South America,Brazil,Berlin,2020-12-12,2020-12-22,10,1597,2552,1317,9,140,53.23,15970,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-10-27,2021-12-23,57,842,1791,610,7,39,28.07,47994,30.379266666666666,60,1
2024,Asia,India,Sao Paulo,2024-07-02,2024-07-26,24,1299,1638,1163,10,143,43.3,31176,30.379266666666666,60,1
2021,South America,Brazil,Tokyo,2021-12-12,2022-01-02,21,1319,2370,1091,18,72,43.97,27699,30.379266666666666,60,1
2022,US,USA,Rome,2022-06-20,2022-06-27,7,1683,2697,1361,21,119,56.1,11781,30.379266666666666,60,1
2020,Europe,Italy,Munich,2020-03-11,2020-03-24,13,949,1980,583,30,27,31.63,12337,30.379266666666666,60,1
2025,Asia,Japan,Munich,2025-12-29,2026-01-15,17,1002,1839,786,11,110,33.4,17034,30.379266666666666,60,1
2023,China,China,Munich,2023-08-16,2023-10-04,49,1350,2470,1241,18,70,45.0,66150,30.379266666666666,60,1
2024,China,China,Sao Paulo,2024-06-20,2024-07-31,41,1084,1753,844,15,26,36.13,44444,30.379266666666666,60,1
2020,Europe,France,Delhi,2020-01-26,2020-03-12,46,1464,2301,1087,25,139,48.8,67344,30.379266666666666,60,1
2024,China,China,Delhi,2024-06-30,2024-07-23,23,1028,1948,699,25,22,34.27,23644,30.379266666666666,60,1
2024,US,USA,Beijing,2024-04-06,2024-04-21,15,1302,2478,1108,6,133,43.4,19530,30.379266666666666,60,1
2020,South America,Brazil,Tokyo,2020-10-14,2020-11-08,25,1002,1555,679,28,114,33.4,25050,30.379266666666666,60,1
2021,Europe,Germany,Tokyo,2021-05-15,2021-06-09,25,1912,2286,1694,22,116,63.73,47800,30.379266666666666,60,1
2021,US,USA,Beijing,2021-10-31,2021-11-21,21,1367,2482,1261,22,122,45.57,28707,30.379266666666666,60,1
2024,South America,Argentina,New York,2024-12-14,2025-02-04,52,1901,2267,1692,13,82,63.37,98852,30.379266666666666,60,1
2025,US,USA,Rome,2025-07-10,2025-08-16,37,954,1466,834,20,68,31.8,35298,30.379266666666666,60,1
2025,Asia,India,New York,2025-12-29,2026-01-05,7,1076,2089,969,25,106,35.87,7532,30.379266666666666,60,1
2020,US,USA,Sao Paulo,2020-09-15,2020-10-12,27,818,1244,462,29,87,27.27,22086,30.379266666666666,60,1
2022,Europe,Germany,New York,2022-02-20,2022-04-10,49,1440,2617,1257,25,103,48.0,70560,30.379266666666666,60,1
2020,South America,Argentina,New York,2020-11-21,2020-12-07,16,1073,1731,744,2,62,35.77,17168,30.379266666666666,60,1
2023,US,USA,Berlin,2023-01-29,2023-03-07,37,1206,2311,902,2,99,40.2,44622,30.379266666666666,60,1
2021,South America,Brazil,Paris,2021-10-13,2021-11-26,44,1691,2669,1540,5,77,56.37,74404,30.379266666666666,60,1
2022,Asia,India,Beijing,2022-05-20,2022-06-27,38,1845,3025,1459,10,26,61.5,70110,30.379266666666666,60,1
2022,South America,Brazil,Rome,2022-01-05,2022-01-09,4,1078,1854,836,17,29,35.93,4312,30.379266666666666,60,1
2022,US,USA,Rome,2022-02-15,2022-04-01,45,1437,2226,1262,19,132,47.9,64665,30.379266666666666,60,1
2023,US,USA,Munich,2023-11-28,2023-12-02,4,1574,1946,1382,30,93,52.47,6296,30.379266666666666,60,1
2026,South America,Brazil,Tokyo,2026-07-11,2026-07-29,18,968,1614,659,7,29,32.27,17424,30.379266666666666,60,1
2024,South America,Brazil,Paris,2024-01-13,2024-03-10,57,1527,2406,1147,14,112,50.9,87039,30.379266666666666,60,1
2024,Europe,France,Beijing,2024-03-29,2024-04-12,14,1272,2343,1052,21,55,42.4,17808,30.379266666666666,60,1
2021,US,USA,New York,2021-12-18,2022-01-03,16,1667,2823,1361,18,46,55.57,26672,30.379266666666666,60,1
2020,Asia,Japan,Beijing,2020-07-20,2020-09-02,44,1676,2152,1289,6,91,55.87,73744,30.379266666666666,60,1
2024,US,USA,Delhi,2024-03-13,2024-05-02,50,1602,2606,1235,23,150,53.4,80100,30.379266666666666,60,1
2021,South America,Argentina,Munich,2021-10-05,2021-10-13,8,1435,2081,1226,21,35,47.83,11480,30.379266666666666,60,1
2023,South America,Brazil,Tokyo,2023-09-22,2023-09-29,7,1363,2029,1150,4,44,45.43,9541,30.379266666666666,60,1
2024,US,USA,Rome,2024-03-19,2024-04-03,15,1825,3004,1547,15,108,60.83,27375,30.379266666666666,60,1
2025,US,USA,Sao Paulo,2025-01-11,2025-01-12,1,873,1743,502,27,45,29.1,873,30.379266666666666,60,1
2020,Europe,Italy,Delhi,2020-03-01,2020-04-11,41,1257,1941,1035,18,119,41.9,51537,30.379266666666666,60,1
2020,China,China,Munich,2020-11-04,2020-11-18,14,1536,2630,1316,20,36,51.2,21504,30.379266666666666,60,1
2020,Asia,Japan,Munich,2020-09-26,2020-11-09,44,1600,2481,1431,11,34,53.33,70400,30.379266666666666,60,1
2026,Europe,Germany,Paris,2026-02-20,2026-03-05,13,1575,2768,1424,24,24,52.5,20475,30.379266666666666,60,1
2020,US,USA,Beijing,2020-09-21,2020-10-24,33,1650,2640,1379,16,93,55.0,54450,30.379266666666666,60,1
2026,Europe,Italy,Munich,2026-04-29,2026-06-25,57,1455,1774,1222,26,150,48.5,82935,30.379266666666666,60,1
2021,South America,Brazil,Tokyo,2021-05-06,2021-07-03,58,1641,2135,1522,17,63,54.7,95178,30.379266666666666,60,1
2020,Asia,India,Paris,2020-11-05,2020-11-21,16,1842,3036,1737,8,111,61.4,29472,30.379266666666666,60,1
2026,Asia,Japan,Tokyo,2026-05-10,2026-06-22,43,1329,1862,1171,19,110,44.3,57147,30.379266666666666,60,1
2021,Asia,India,Tokyo,2021-08-19,2021-10-03,45,1833,2188,1507,10,73,61.1,82485,30.379266666666666,60,1
2023,Asia,Japan,Rome,2023-04-25,2023-06-06,42,1845,2826,1684,5,149,61.5,77490,30.379266666666666,60,1
2020,Europe,Germany,Beijing,2020-05-22,2020-05-28,6,997,1575,851,2,131,33.23,5982,30.379266666666666,60,1
2020,US,USA,Paris,2020-04-22,2020-05-13,21,1134,2029,986,23,21,37.8,23814,30.379266666666666,60,1
2021,South America,Brazil,Berlin,2021-04-06,2021-05-04,28,1377,2186,1068,4,22,45.9,38556,30.379266666666666,60,1
2024,South America,Argentina,Beijing,2024-10-12,2024-11-08,27,1496,2260,1306,24,130,49.87,40392,30.379266666666666,60,1
2023,China,China,New York,2023-06-09,2023-07-30,51,1004,1438,638,3,25,33.47,51204,30.379266666666666,60,1
2023,Europe,Italy,Sao Paulo,2023-01-13,2023-02-16,34,960,1327,796,27,94,32.0,32640,30.379266666666666,60,1
2024,US,USA,New York,2024-01-22,2024-03-09,47,1632,2379,1307,18,116,54.4,76704,30.379266666666666,60,1
2021,South America,Argentina,Munich,2021-06-03,2021-07-06,33,1538,2346,1321,6,92,51.27,50754,30.379266666666666,60,1
2021,US,USA,Rome,2021-03-09,2021-03-13,4,1911,3086,1745,14,26,63.7,7644,30.379266666666666,60,1
2022,US,USA,Rome,2022-09-23,2022-11-16,54,1877,2198,1667,2,125,62.57,101358,30.379266666666666,60,1
2021,US,USA,New York,2021-02-10,2021-04-07,56,1747,2936,1514,15,145,58.23,97832,30.379266666666666,60,1
2026,Asia,Japan,Berlin,2026-08-11,2026-08-30,19,1600,2002,1466,3,66,53.33,30400,30.379266666666666,60,1
2020,Asia,India,Beijing,2020-08-02,2020-08-20,18,1076,2147,918,22,128,35.87,19368,30.379266666666666,60,1
2024,South America,Argentina,Berlin,2024-10-03,2024-11-22,50,1455,2325,1108,26,51,48.5,72750,30.379266666666666,60,1
2020,Asia,India,Sao Paulo,2020-11-24,2021-01-15,52,1203,1985,924,24,24,40.1,62556,30.379266666666666,60,1
2020,South America,Brazil,Munich,2020-03-07,2020-04-09,33,921,1393,792,6,46,30.7,30393,30.379266666666666,60,1
2021,US,USA,Munich,2021-05-04,2021-06-30,57,1998,2349,1697,30,63,66.6,113886,30.379266666666666,60,1
2024,Europe,France,Beijing,2024-01-22,2024-02-09,18,911,1292,525,21,52,30.37,16398,30.379266666666666,60,1
2023,China,China,Beijing,2023-08-07,2023-09-01,25,1008,1826,687,9,136,33.6,25200,30.379266666666666,60,1
2022,South America,Brazil,Beijing,2022-04-22,2022-04-29,7,1173,2021,847,4,133,39.1,8211,30.379266666666666,60,1
2022,China,China,Rome,2022-02-05,2022-03-18,41,1758,2552,1470,7,87,58.6,72078,30.379266666666666,60,1
2025,Europe,Germany,Munich,2025-10-01,2025-10-21,20,1194,1661,973,28,23,39.8,23880,30.379266666666666,60,1
2020,Europe,France,Beijing,2020-02-01,2020-03-31,59,979,1865,656,15,110,32.63,57761,30.379266666666666,60,1
2023,China,China,Sao Paulo,2023-08-01,2023-08-17,16,1896,2750,1715,21,115,63.2,30336,30.379266666666666,60,1
2025,Europe,Germany,Beijing,2025-12-07,2026-01-24,48,1898,2662,1767,16,48,63.27,91104,30.379266666666666,60,1
2023,US,USA,Berlin,2023-12-17,2024-01-17,31,1803,2258,1669,2,62,60.1,55893,30.379266666666666,60,1
2021,Europe,Germany,New York,2021-10-09,2021-10-16,7,1010,1635,803,18,20,33.67,7070,30.379266666666666,60,1
2024,China,China,Berlin,2024-06-22,2024-07-26,34,1151,1599,947,12,71,38.37,39134,30.379266666666666,60,1
2024,South America,Brazil,Delhi,2024-11-11,2024-12-17,36,1656,2336,1476,24,123,55.2,59616,30.379266666666666,60,1
2025,Europe,Italy,Paris,2025-03-28,2025-04-23,26,1076,1950,970,12,109,35.87,27976,30.379266666666666,60,1
2026,Asia,Japan,Delhi,2026-07-30,2026-09-21,53,1478,1911,1114,2,40,49.27,78334,30.379266666666666,60,1
2025,Europe,Germany,Delhi,2025-06-24,2025-08-23,60,1831,2578,1650,11,22,61.03,109860,30.379266666666666,60,1
2021,South America,Argentina,Rome,2021-08-29,2021-09-28,30,1392,1835,1228,10,125,46.4,41760,30.379266666666666,60,1
2025,Europe,Italy,Berlin,2025-04-10,2025-04-23,13,1340,2446,1194,27,120,44.67,17420,30.379266666666666,60,1
2020,US,USA,Berlin,2020-03-25,2020-04-25,31,1844,2595,1549,30,82,61.47,57164,30.379266666666666,60,1
2020,South America,Argentina,Munich,2020-12-18,2021-01-18,31,900,2064,522,8,68,30.0,27900,30.379266666666666,60,1
2024,US,USA,Berlin,2024-05-29,2024-07-08,40,1339,1970,1172,5,137,44.63,53560,30.379266666666666,60,1
2022,South America,Brazil,Delhi,2022-03-14,2022-03-21,7,827,1401,631,14,33,27.57,5789,30.379266666666666,60,1
2022,Asia,Japan,New York,2022-03-11,2022-03-20,9,1907,2810,1533,13,33,63.57,17163,30.379266666666666,60,1
2026,Asia,Japan,Tokyo,2026-09-25,2026-10-09,14,1562,2122,1287,15,58,52.07,21868,30.379266666666666,60,1
2021,Europe,Italy,Tokyo,2021-08-26,2021-09-30,35,1761,2524,1543,17,92,58.7,61635,30.379266666666666,60,1
2021,South America,Brazil,Tokyo,2021-07-27,2021-09-16,51,1126,2262,935,5,34,37.53,57426,30.379266666666666,60,1
2021,Europe,Germany,Delhi,2021-04-02,2021-05-22,50,805,1825,570,29,88,26.83,40250,30.379266666666666,60,1
2021,Europe,Italy,Paris,2021-09-23,2021-11-04,42,1150,2241,960,26,86,38.33,48300,30.379266666666666,60,1
2022,Europe,France,Berlin,2022-11-07,2022-11-23,16,946,1702,741,23,87,31.53,15136,30.379266666666666,60,1
2024,US,USA,Delhi,2024-05-02,2024-05-11,9,1671,2796,1567,28,137,55.7,15039,30.379266666666666,60,1
2024,South America,Argentina,Paris,2024-11-15,2024-12-06,21,1766,2502,1600,26,136,58.87,37086,30.379266666666666,60,1
2025,South America,Argentina,Sao Paulo,2025-06-18,2025-07-19,31,1503,2537,1379,22,142,50.1,46593,30.379266666666666,60,1
2020,Asia,Japan,Paris,2020-06-30,2020-08-07,38,1450,2415,1065,13,84,48.33,55100,30.379266666666666,60,1
2026,China,China,Berlin,2026-02-05,2026-03-24,47,1240,1787,1135,17,109,41.33,58280,30.379266666666666,60,1
2025,South America,Argentina,Tokyo,2025-07-19,2025-09-13,56,1911,2392,1554,29,38,63.7,107016,30.379266666666666,60,1
2024,Asia,India,Munich,2024-04-16,2024-05-09,23,1559,2326,1270,24,134,51.97,35857,30.379266666666666,60,1
2026,Europe,Italy,Sao Paulo,2026-06-28,2026-08-06,39,1476,2241,1259,20,40,49.2,57564,30.379266666666666,60,1
2022,US,USA,Munich,2022-06-08,2022-06-29,21,899,1718,757,1,143,29.97,18879,30.379266666666666,60,1
2023,US,USA,Beijing,2023-12-10,2023-12-17,7,1140,1964,917,9,132,38.0,7980,30.379266666666666,60,1
2024,South America,Brazil,Berlin,2024-05-15,2024-06-16,32,1628,2523,1310,4,150,54.27,52096,30.379266666666666,60,1
2021,China,China,New York,2021-12-17,2022-01-01,15,983,1756,759,7,57,32.77,14745,30.379266666666666,60,1
2024,US,USA,Beijing,2024-05-17,2024-06-23,37,1859,2566,1503,24,111,61.97,68783,30.379266666666666,60,1
2026,US,USA,New York,2026-08-28,2026-10-24,57,1826,2397,1434,6,76,60.87,104082,30.379266666666666,60,1
2021,China,China,Paris,2021-03-20,2021-04-17,28,1522,1852,1268,30,38,50.73,42616,30.379266666666666,60,1
2022,Asia,Japan,Tokyo,2022-05-29,2022-07-14,46,1458,2044,1356,6,58,48.6,67068,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-12-11,2021-12-21,10,1343,2060,1128,30,22,44.77,13430,30.379266666666666,60,1
2022,US,USA,Tokyo,2022-09-23,2022-10-21,28,1773,2963,1376,12,101,59.1,49644,30.379266666666666,60,1
2022,China,China,Berlin,2022-01-18,2022-01-21,3,1246,1593,1050,27,35,41.53,3738,30.379266666666666,60,1
2021,US,USA,Munich,2021-12-27,2022-01-02,6,1952,2481,1763,2,147,65.07,11712,30.379266666666666,60,1
2024,Asia,Japan,Tokyo,2024-10-24,2024-11-21,28,1229,1810,933,28,61,40.97,34412,30.379266666666666,60,1
2021,China,China,Munich,2021-10-10,2021-10-15,5,1478,2398,1248,11,72,49.27,7390,30.379266666666666,60,1
2023,Europe,Italy,Delhi,2023-08-03,2023-08-29,26,910,1910,558,7,35,30.33,23660,30.379266666666666,60,1
2024,Asia,Japan,Delhi,2024-02-08,2024-04-04,56,1702,2411,1310,22,113,56.73,95312,30.379266666666666,60,1
2021,China,China,Paris,2021-09-20,2021-10-26,36,1947,2600,1623,13,123,64.9,70092,30.379266666666666,60,1
2023,Europe,France,Rome,2023-11-19,2023-12-15,26,1685,2603,1472,26,57,56.17,43810,30.379266666666666,60,1
2023,US,USA,Berlin,2023-09-22,2023-10-29,37,1841,2314,1482,1,86,61.37,68117,30.379266666666666,60,1
2022,Asia,India,New York,2022-10-26,2022-11-03,8,1052,2118,813,18,142,35.07,8416,30.379266666666666,60,1
2024,US,USA,Beijing,2024-08-09,2024-08-30,21,1435,2098,1305,7,92,47.83,30135,30.379266666666666,60,1
2025,Asia,India,Delhi,2025-12-27,2026-02-20,55,1012,1772,649,21,62,33.73,55660,30.379266666666666,60,1
2024,Europe,Italy,Delhi,2024-05-09,2024-06-08,30,1280,2336,893,14,52,42.67,38400,30.379266666666666,60,1
2022,US,USA,Munich,2022-09-13,2022-10-07,24,1623,2793,1415,5,39,54.1,38952,30.379266666666666,60,1
2022,US,USA,Munich,2022-10-03,2022-11-10,38,1873,2770,1496,26,41,62.43,71174,30.379266666666666,60,1
2021,US,USA,Berlin,2021-07-13,2021-08-23,41,1214,2081,852,24,76,40.47,49774,30.379266666666666,60,1
2024,US,USA,Delhi,2024-10-29,2024-12-10,42,1401,1724,1062,28,47,46.7,58842,30.379266666666666,60,1
2024,US,USA,Delhi,2024-12-18,2025-01-19,32,1478,2124,1133,28,50,49.27,47296,30.379266666666666,60,1
2025,South America,Argentina,Paris,2025-01-30,2025-03-17,46,1866,2430,1478,25,91,62.2,85836,30.379266666666666,60,1
2023,Europe,Italy,Paris,2023-12-02,2023-12-24,22,1640,2128,1487,28,97,54.67,36080,30.379266666666666,60,1
2025,South America,Brazil,Rome,2025-07-13,2025-08-28,46,996,2167,819,26,92,33.2,45816,30.379266666666666,60,1
2025,South America,Argentina,Paris,2025-04-08,2025-04-18,10,850,2004,726,18,101,28.33,8500,30.379266666666666,60,1
2026,South America,Argentina,Beijing,2026-08-23,2026-09-07,15,1195,1625,1070,22,121,39.83,17925,30.379266666666666,60,1
2020,US,USA,Rome,2020-01-30,2020-02-11,12,840,1641,555,28,103,28.0,10080,30.379266666666666,60,1
2020,South America,Argentina,Delhi,2020-05-17,2020-06-09,23,1373,2226,1126,2,124,45.77,31579,30.379266666666666,60,1
2022,China,China,Rome,2022-03-01,2022-03-16,15,1106,1637,911,20,129,36.87,16590,30.379266666666666,60,1
2025,Europe,France,Rome,2025-09-18,2025-10-19,31,1662,2597,1284,1,54,55.4,51522,30.379266666666666,60,1
2025,China,China,Delhi,2025-05-23,2025-06-25,33,1732,2657,1539,27,54,57.73,57156,30.379266666666666,60,1
2025,US,USA,Paris,2025-08-31,2025-09-23,23,1364,1732,1190,2,120,45.47,31372,30.379266666666666,60,1
2025,South America,Argentina,Paris,2025-03-24,2025-04-17,24,859,1582,504,27,93,28.63,20616,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-12-14,2021-12-30,16,1580,2535,1430,26,142,52.67,25280,30.379266666666666,60,1
2025,South America,Brazil,Delhi,2025-05-22,2025-05-24,2,1940,2869,1825,1,39,64.67,3880,30.379266666666666,60,1
2026,US,USA,Sao Paulo,2026-05-02,2026-06-12,41,1301,1782,1120,21,116,43.37,53341,30.379266666666666,60,1
2021,US,USA,Rome,2021-11-09,2021-12-13,34,1469,2506,1286,7,127,48.97,49946,30.379266666666666,60,1
2024,South America,Argentina,Sao Paulo,2024-03-09,2024-04-12,34,1391,2443,1261,5,59,46.37,47294,30.379266666666666,60,1
2022,Europe,Italy,Rome,2022-05-04,2022-05-12,8,1737,2584,1356,4,24,57.9,13896,30.379266666666666,60,1
2026,Europe,Germany,Rome,2026-06-14,2026-06-28,14,1674,2818,1439,13,121,55.8,23436,30.379266666666666,60,1
2023,China,China,Paris,2023-05-23,2023-06-22,30,1201,2316,1022,23,59,40.03,36030,30.379266666666666,60,1
2026,Asia,India,Delhi,2026-09-23,2026-10-13,20,1082,1800,809,30,67,36.07,21640,30.379266666666666,60,1
2020,China,China,Munich,2020-11-10,2020-12-08,28,1928,2915,1790,18,111,64.27,53984,30.379266666666666,60,1
2025,Europe,France,Paris,2025-02-13,2025-03-07,22,889,1586,608,20,34,29.63,19558,30.379266666666666,60,1
2020,China,China,Sao Paulo,2020-05-12,2020-05-24,12,1547,2708,1387,30,83,51.57,18564,30.379266666666666,60,1
2020,China,China,Munich,2020-04-04,2020-05-03,29,1047,2063,786,12,87,34.9,30363,30.379266666666666,60,1
2026,US,USA,New York,2026-09-30,2026-11-09,40,1326,1640,980,2,134,44.2,53040,30.379266666666666,60,1
2022,Asia,Japan,Paris,2022-01-02,2022-01-05,3,1141,2008,1011,10,71,38.03,3423,30.379266666666666,60,1
2020,China,China,New York,2020-08-21,2020-09-27,37,954,1869,596,28,100,31.8,35298,30.379266666666666,60,1
2021,South America,Argentina,Paris,2021-10-17,2021-11-14,28,884,1332,592,13,34,29.47,24752,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-11-11,2021-12-27,46,1428,2213,1162,26,84,47.6,65688,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-08-28,2021-08-31,3,1804,2770,1421,17,23,60.13,5412,30.379266666666666,60,1
2025,Asia,India,Tokyo,2025-05-20,2025-05-21,1,1283,1614,906,26,48,42.77,1283,30.379266666666666,60,1
2026,Europe,Italy,Paris,2026-10-11,2026-11-03,23,1420,1768,1138,16,27,47.33,32660,30.379266666666666,60,1
2020,China,China,Delhi,2020-10-27,2020-11-21,25,1420,1908,1097,18,141,47.33,35500,30.379266666666666,60,1
2024,US,USA,Rome,2024-06-12,2024-07-28,46,1506,1874,1177,17,116,50.2,69276,30.379266666666666,60,1
2021,South America,Brazil,Rome,2021-07-20,2021-08-09,20,1754,2378,1421,26,53,58.47,35080,30.379266666666666,60,1
2023,Europe,France,Munich,2023-12-23,2024-02-02,41,1034,1496,820,9,124,34.47,42394,30.379266666666666,60,1
2020,South America,Argentina,Munich,2020-01-09,2020-02-26,48,1725,2272,1503,7,36,57.5,82800,30.379266666666666,60,1
2026,South America,Brazil,Paris,2026-10-30,2026-12-23,54,1010,1337,794,22,50,33.67,54540,30.379266666666666,60,1
2023,China,China,Tokyo,2023-10-22,2023-12-10,49,1889,2697,1759,13,102,62.97,92561,30.379266666666666,60,1
2024,US,USA,Berlin,2024-03-17,2024-04-23,37,938,1429,820,30,75,31.27,34706,30.379266666666666,60,1
2022,South America,Argentina,Paris,2022-09-20,2022-10-29,39,849,1912,656,27,134,28.3,33111,30.379266666666666,60,1
2026,China,China,Paris,2026-10-06,2026-10-23,17,1120,1792,969,20,46,37.33,19040,30.379266666666666,60,1
2026,South America,Argentina,Delhi,2026-08-16,2026-10-04,49,1812,2760,1460,3,89,60.4,88788,30.379266666666666,60,1
2022,South America,Argentina,Rome,2022-07-06,2022-08-31,56,1277,1836,962,6,54,42.57,71512,30.379266666666666,60,1
2025,South America,Brazil,Munich,2025-12-29,2026-01-07,9,870,1698,474,29,98,29.0,7830,30.379266666666666,60,1
2024,China,China,Rome,2024-09-05,2024-09-08,3,935,1830,749,26,125,31.17,2805,30.379266666666666,60,1
2020,China,China,Sao Paulo,2020-08-19,2020-09-09,21,1304,2071,995,18,114,43.47,27384,30.379266666666666,60,1
2020,Asia,India,Sao Paulo,2020-12-06,2021-01-27,52,1729,2070,1416,18,55,57.63,89908,30.379266666666666,60,1
